动画名称,动画url,动画总集数,动画放映时间,动画评分,动画放映类型,动画播放次数,动画原作,动画剧情类型,动画制作公司,动画监督 放学后的Pleiades,http://donghua.dmzj.com/donghua_info/2078.html,7,2011-02-01,4.3,TV,50863,暂无,奇幻,GAINAX,佐伯昭志
宇宙战舰大和号2199新剧场版,http://donghua.dmzj.com/donghua_info/5678.html,23,2014-10-11,4.4,剧场版,65905,松本零士,科幻,XEBEC・AIC,出渕裕
龙珠改魔人布欧篇,http://donghua.dmzj.com/donghua_info/6577.html,63,2014-04-06,4.8,TV,2655235,鸟山明,冒险,东映动画,暂无
1000酱！SSD,http://donghua.dmzj.com/donghua_info/9095.html,2,2014-05,4.5,TV,32309,OIZUMI,搞笑,暂无,暂无
米老鼠2013第二季,http://donghua.dmzj.com/donghua_info/7008.html,19,2014-04,4.1,TV,15083,暂无,搞笑,Disney Television Animation,Paul Rudish / Aaron Springer / Clay Morrow
甘城光辉游乐园,http://donghua.dmzj.com/donghua_info/6484.html,32,2014-10-07,4.9,TV,1385331,贺东招二 / なかじまゆか,搞笑,京都动画,武本康弘
美少女战士 水晶,http://donghua.dmzj.com/donghua_info/3318.html,38,2014-07-05,4.5,TV,323626,武内直子,爱情,東映アニメーション,境宗久 / 梅泽淳稔
高达BF第二季粤语版,http://donghua.dmzj.com/donghua_info/8925.html,16,2014-10-08,4.3,TV,13198,矢立肇、富野由悠季,科幻,SUNRISE,绵田慎也
Kutsudaru,http://donghua.dmzj.com/donghua_info/6872.html,41,2014-04-02,4.6,TV,4772,ゴトウマサフミ,亲子,エッグ,加藤タカ
天体的方式,http://donghua.dmzj.com/donghua_info/6746.html,22,2014-10-05,4.7,TV,201459,久弥直树,爱情,Studio 3Hz,迫井政行 
端脑,http://donghua.dmzj.com/donghua_info/6857.html,20,2014-11-28,4.3,TV,343162,壁水羽/神祭,科幻,有妖气,暂无
白箱SHIROBAKO,http://donghua.dmzj.com/donghua_info/7767.html,39,2014-10-09,4.9,TV,561629,ぽんかん⑧,励志,P.A.WORKS,水岛努
魔笛MAGI OAD,http://donghua.dmzj.com/donghua_info/6460.html,14,2014-05-16,4.8,OVA,246172,大高忍,热血,Lay-duce,宫尾佳和
风火轮烈焰车队之英雄的起源,http://donghua.dmzj.com/donghua_info/9325.html,1,2014,3,剧场版,3305,暂无,搞笑,暂无,Matt Danner
分钟学堂,http://donghua.dmzj.com/donghua_info/7642.html,59,2014-07,4.5,短片同人,50981,暂无,亲子,暂无,暂无
强袭魔女新OVA,http://donghua.dmzj.com/donghua_info/6741.html,10,2014,4.4,OVA,44987,島田フミカネ,战争,GONZO,高村和宏
少年泰坦出击第二季,http://donghua.dmzj.com/donghua_info/7213.html,52,2014-06-12,4.1,TV,203786,DC Comics,搞笑,Cartoon Network,暂无
野良神粤语版,http://donghua.dmzj.com/donghua_info/9119.html,10,2014-01-05,4.2,TV,7237,安达渡嘉,搞笑,BONES,タムラコータロー
寻找遗失的未来,http://donghua.dmzj.com/donghua_info/6383.html,18,2014-10-04,4.6,TV,324868,TRUMPLE,爱情,feel.,细田直人
地球队长粤语版,http://donghua.dmzj.com/donghua_info/8964.html,21,2014-04-05,4.4,TV,23303,榎户洋司,机战,BONES,五十岚卓哉
高达G之复国运动,http://donghua.dmzj.com/donghua_info/6767.html,40,2014-10-02,3.3,TV,318560,富野由悠季,机战,SUNRISE,富野由悠季
妖怪名单,http://donghua.dmzj.com/donghua_info/7977.html,21,2014-12-12,4.2,TV,398365,糖人家,玄幻,上海绘梦动画,李豪凌 / 董易
血族BLOODLINE,http://donghua.dmzj.com/donghua_info/8172.html,24,2014-08,2.4,TV,149692,爱欧,奇幻,九漫动漫,暂无
火影忍者2014剧场版：THE LAST,http://donghua.dmzj.com/donghua_info/7624.html,41,2014-12-06,4.5,剧场版,867004,岸本齐史,冒险,Studio Pierrot ,小林常夫
偶像活动第三季,http://donghua.dmzj.com/donghua_info/7672.html,53,2014-10-03,3.8,TV,116155,Sunrise BANDAI,校园,Sunrise ,木村 隆一
复仇者集结第二季,http://donghua.dmzj.com/donghua_info/7645.html,27,2014-08,3.9,TV,256096,Marvel Comics,冒险,Marvel Animation / Man of Action Studios,暂无
摇曳百合OVA,http://donghua.dmzj.com/donghua_info/6733.html,7,2014-11-29,4.9,OVA,92741,なもり,百合,TYO Animations,畑博之
画江湖之不良人,http://donghua.dmzj.com/donghua_info/7524.html,62,2014-08,4.4,TV,1052289,暂无,历史,北京若森数字科技,暂无
忍者神龟2012第三季,http://donghua.dmzj.com/donghua_info/8142.html,24,2014-10-03,4.8,TV,143039,暂无,奇幻,暂无,暂无
舞力四射Tribe Cool Crew,http://donghua.dmzj.com/donghua_info/8084.html,51,2014-09-28,3.7,TV,72944,Avex / Sunrise / 矢立肇,歌舞,SUNRISE,藤森雅也
恶搞之家第十三季,http://donghua.dmzj.com/donghua_info/7822.html,18,2014-09-28,5.0,TV,107271,暂无,搞笑,Fox 21,暂无
日本动画人展览会作品,http://donghua.dmzj.com/donghua_info/8444.html,36,2014-11-07,4.9,TV,250938,暂无,社会,暂无,暂无
开心菜园,http://donghua.dmzj.com/donghua_info/8131.html,51,2014,3,TV,475,暂无,搞笑,暂无,暂无
蔬菜精灵大冒险,http://donghua.dmzj.com/donghua_info/6600.html,26,2014,3,TV,824,徐小莹,宠物,武汉天娱动画,易海峰
秀逗海盗,http://donghua.dmzj.com/donghua_info/8132.html,13,2014,2.2,TV,4326,暂无,冒险,暂无,暂无
三坪房间的侵略者,http://donghua.dmzj.com/donghua_info/1727.html,26,2014-07-11,4.8,TV,1556884,健速,搞笑,SILVER LINK.,大沼心
吃豆人世界,http://donghua.dmzj.com/donghua_info/6680.html,40,2014-04-05,4.7,TV,2263,NBGI,冒险,"OLM Digital, Inc、Spraite Animation Studios",榊原干典
恐龙来了,http://donghua.dmzj.com/donghua_info/9699.html,26,2014,3,TV,0,吴洋,亲子,暂无,张储 
超能陆战队,http://donghua.dmzj.com/donghua_info/7187.html,15,2014-11-07,4.6,剧场版,191953,暂无,科幻,漫威电影工作室/华特迪士尼动画公司,唐·霍尔/克里斯·威廉斯Chris Williams
无肉不欢的宙牛君第二季,http://donghua.dmzj.com/donghua_info/8498.html,6,2014-11-19,3.7,TV,798,暂无,搞笑,日本农协,暂无
偷星九月天之侦探学院,http://donghua.dmzj.com/donghua_info/7079.html,53,2014-11-15,1.7,TV,52937,周洪滨、范晓松,科幻,知音漫客,暂无
钻石王牌第二季,http://donghua.dmzj.com/donghua_info/8252.html,24,2014-10-12,4.8,TV,44770,寺嶋裕二,竞技,Production I.G / Madhouse,増原光幸
阿甘妙世界第三季,http://donghua.dmzj.com/donghua_info/7983.html,21,2014,3.3,TV,31282,暂无,搞笑,暂无,Ben Bocquelet/Mic Graves
英雄银行,http://donghua.dmzj.com/donghua_info/6442.html,53,2014-04-07,1.9,TV,14506,SEGA,冒险,TMS Entertainment,山本靖贵
龙收藏,http://donghua.dmzj.com/donghua_info/6580.html,52,2014-04-07,2.8,TV,99019,Konami,亲子,暂无,アミノテツロ
我的战斗,http://donghua.dmzj.com/donghua_info/6586.html,51,2014-04-07,2.8,TV,44549,Konami,亲子,暂无,暂无
忍者乱太郎第22期,http://donghua.dmzj.com/donghua_info/7061.html,74,2014,4.9,TV,46257,尼子骚兵卫,搞笑,暂无,暂无
魔神之骨,http://donghua.dmzj.com/donghua_info/6328.html,54,2014-04-01,3.2,TV,257115,万代,冒险,东映动画,宇田钢之介
拓麻歌子！拓麻朋友大集合,http://donghua.dmzj.com/donghua_info/8976.html,1,2014-04-02,3,TV,683,BANDAI・WiZ,搞笑,OLM,志村錠児 
童话高中第二季,http://donghua.dmzj.com/donghua_info/8542.html,23,2014-01-07,3.2,TV,12903,美泰玩具,搞笑,暂无,暂无
元气囝仔粤语版,http://donghua.dmzj.com/donghua_info/8861.html,12,2014-07-05,4.2,TV,10271,ヨシノ サツキ,搞笑,kinemacitrus,橘正紀
高达BF第二季,http://donghua.dmzj.com/donghua_info/7149.html,32,2014-10-08,4.5,TV,650720,矢立肇、富野由悠季,机战,SUNRISE,绵田慎也
宝石宠物第六季,http://donghua.dmzj.com/donghua_info/6570.html,53,2014-04-04,4.3,TV,132783,Sanrio、Sega Toys,奇幻,Studio Comet,川崎逸朗
帕丁顿熊,http://donghua.dmzj.com/donghua_info/8985.html,1,2014-11-28,5.0,剧场版,17562,暂无,搞笑,韦恩斯坦公司,保罗·金
龙娘七七七埋藏的宝藏,http://donghua.dmzj.com/donghua_info/6279.html,26,2014-04-10,4.8,TV,833713,鳳乃一真 / 赤りんご,神魔,A-1 Pictures,亀井干太
排球少年国语版,http://donghua.dmzj.com/donghua_info/8614.html,16,2014-04-06,2.8,TV,16898,古馆春一,竞技,Production I.G,満仲勧
小叮当永无兽传奇,http://donghua.dmzj.com/donghua_info/8986.html,1,2014-12-12,4.8,剧场版,12119,暂无,奇幻,华特-迪士尼制片公司,Steve Loter
愤怒的小鸟第二季,http://donghua.dmzj.com/donghua_info/8284.html,27,2014-10-19,3.3,TV,22498,Rovio,搞笑,暂无,暂无
脆莓公园第三季,http://donghua.dmzj.com/donghua_info/7214.html,13,2014-09-16,4.5,TV,228248,暂无,搞笑,Fox 21,丹尼尔·托什
GRANRODEO,http://donghua.dmzj.com/donghua_info/8126.html,25,2014-10-19,1.7,TV,795,暂无,搞笑,Pie in the sky,新海岳人
山野建议第二季,http://donghua.dmzj.com/donghua_info/5866.html,31,2014-07-09,4.8,TV,67170,Shiro(しろ),搞笑,8bit,山本裕介
姐姐的妄想日记OVA,http://donghua.dmzj.com/donghua_info/6998.html,10,2014-04-18,4.8,OVA,181294,田口健二,搞笑,暂无,暂无
火力少年王第五季,http://donghua.dmzj.com/donghua_info/8129.html,66,2014-09-11,1.6,TV,14288,暂无,竞技,暂无,韩峰
罗德斯岛战记外传,http://donghua.dmzj.com/donghua_info/6736.html,13,2014-04-06,4.6,TV,45797,水野良,奇幻,暂无,暂无
K剧场版,http://donghua.dmzj.com/donghua_info/4342.html,6,2014-07-12,4.8,剧场版,216689,GoRA×GoHands,冒险,GoHands,暂无
尸兄番外篇,http://donghua.dmzj.com/donghua_info/6836.html,2,2014-03-28,2.6,OVA,55829,七度魚,冒险,腾讯,卢恒宇 / 李姝洁
卡片战斗先导者剧场版,http://donghua.dmzj.com/donghua_info/7041.html,9,2014-09-13,4.7,剧场版,19836,暂无,科幻,トムス・エンタテインメント,暂无
漫研部第二季,http://donghua.dmzj.com/donghua_info/6850.html,15,2014-07-10,4.6,TV,20759,ちょぼらうにょぽみ,搞笑,SEVEN,いまざきいつき
辛普森一家第二十六季,http://donghua.dmzj.com/donghua_info/7177.html,23,2014-09,4.8,TV,50058,马特·格勒宁,搞笑,Gracie Films，福克斯电视台,大卫·斯沃曼
寿司忍者,http://donghua.dmzj.com/donghua_info/9043.html,6,2014,3,TV,307,暂无,搞笑,GENCO,暂无
美食大冒险第二季,http://donghua.dmzj.com/donghua_info/6881.html,64,2014-07-25,2.2,TV,6806,暂无,冒险,中动传媒 / 广州易动,孙海鹏
开心汉堡店第五季,http://donghua.dmzj.com/donghua_info/7188.html,21,2014-10-10,4.3,TV,52913,暂无,搞笑,暂无,暂无
智象古诗,http://donghua.dmzj.com/donghua_info/9134.html,16,2014,3,TV,0,暂无,亲子,暂无,暂无
飞碟一分钟第二季,http://donghua.dmzj.com/donghua_info/9122.html,114,2014,3,TV,0,飞碟说,搞笑,暂无,飞碟说
爱探险的朵拉 第八季,http://donghua.dmzj.com/donghua_info/9150.html,20,2014,3,TV,0,暂无,冒险,暂无,Chris Gifford/Valerie Walsh/Eric Weiner
精灵宝可梦剧场版,http://donghua.dmzj.com/donghua_info/9154.html,16,2014,5.0,TV,0,暂无,冒险,暂无,暂无
爱探险的朵拉 第七季,http://donghua.dmzj.com/donghua_info/9149.html,20,2014,3,TV,0,暂无,冒险,暂无,Chris Gifford/Valerie Walsh/Eric Weiner
中华古诗,http://donghua.dmzj.com/donghua_info/9171.html,60,2014,3,TV,0,暂无,益智,暂无,暂无
白宗巍坠楼,http://donghua.dmzj.com/donghua_info/9179.html,26,2014,3,TV,0,暂无,搞笑,暂无,暂无
认真和我谈恋爱,http://donghua.dmzj.com/donghua_info/9173.html,12,2014,4.5,TV,0,暂无,爱情,暂无,暂无
伊索寓言,http://donghua.dmzj.com/donghua_info/9188.html,2,2014,3,TV,0,暂无,亲子,暂无,暂无
一千零一夜,http://donghua.dmzj.com/donghua_info/9189.html,2,2014,3,TV,0,暂无,益智,暂无,暂无
格林童话（幼教）,http://donghua.dmzj.com/donghua_info/9187.html,2,2014,3,TV,0,暂无,亲子,暂无,暂无
米菲第二季：经典系列圣诞节特别版,http://donghua.dmzj.com/donghua_info/9196.html,1,2014,3,TV,0,暂无,益智,暂无,暂无
格林童话,http://donghua.dmzj.com/donghua_info/9193.html,197,2014,3,TV,60070,暂无,益智,暂无,暂无
空霸,http://donghua.dmzj.com/donghua_info/1198.html,27,2003-04-01,4.5,TV,22800,柴田ヨクサル,冒险,日本テレビ、バップ、東映アニメーション,西尾大介
花田少年史,http://donghua.dmzj.com/donghua_info/1232.html,27,2002-10-01,4.9,TV,35965,一色まこと,奇幻,マッドハウス,小島正幸
宇宙星路,http://donghua.dmzj.com/donghua_info/1199.html,26,2003-04-02,4.6,TV,91586,佐藤竜雄,机战,XEBEC,佐藤竜雄
尼罗河女儿,http://donghua.dmzj.com/donghua_info/1714.html,2,1990-12-15,4.6,TV,0,細川智栄子,爱情,暂无,暂无
龙珠,http://donghua.dmzj.com/donghua_info/585.html,153,1986-02-26,4.9,TV,654061,鳥山明,热血,東映動画 ,西尾大介
地狱老师剧场版,http://donghua.dmzj.com/donghua_info/523.html,3,1996-12-21,5.0,剧场版,0,真倉翔,奇幻,東映動画 ,暂无
真盖塔世界最后之日,http://donghua.dmzj.com/donghua_info/1408.html,13,1998-05-26,4.8,OVA,36834,永井豪、石川賢,机战,暂无,今川泰宏
我不是天使,http://donghua.dmzj.com/donghua_info/2363.html,1,1994-09-21,4.3,OVA,10816,矢沢あい,爱情,グループ・タック,ときたひろこ
麻辣女孩原声版,http://donghua.dmzj.com/donghua_info/4347.html,21,2002-06-07,4.0,TV,0,迪士尼,搞笑,迪士尼,暂无
无限的未知,http://donghua.dmzj.com/donghua_info/1575.html,26,1999-10-06,4.3,TV,43204,矢立肇,机战,サンライズ,谷口悟朗
乌龙派出所,http://donghua.dmzj.com/donghua_info/1634.html,357,1996-06-16,5.0,TV,273917,秋本治,社会,ぎゃろっぷ,やすみ哲夫
圣天空战记,http://donghua.dmzj.com/donghua_info/1640.html,27,1996-04-02,4.6,TV,52628,暂无,机战,サンライズ,赤根和樹
暴风战士奥钢,http://donghua.dmzj.com/donghua_info/1849.html,3,1991-07-25,4.6,OVA,13975,柿沼秀樹,机战,暂无,大張正己 
饿狼传说,http://donghua.dmzj.com/donghua_info/1929.html,3,1994-07-16,4.9,OVA,51601,暂无,竞技,日本アドシステムズ,大張正己
铁腕巴蒂OVA,http://donghua.dmzj.com/donghua_info/1850.html,4,1996-07-25,4.5,OVA,4659,暂无,冒险,マッドハウス ,川尻善昭 
高卢英雄之大战罗马,http://donghua.dmzj.com/donghua_info/3198.html,1,1989-01-01,3,剧场版,55,勒内·戈西尼,搞笑,暂无,Philippe Grimond
流星机学生霸,http://donghua.dmzj.com/donghua_info/1756.html,8,1993-08-21,3.7,TV,8531,G.Project ,搞笑,スターチャイルドレコード、ムービック ,貞光伸也 
蜘蛛侠原声版,http://donghua.dmzj.com/donghua_info/3943.html,65,1995-01-01,5.0,TV,0,Marvel Comics,冒险,暂无,暂无
高卢英雄之阿斯特里克斯历险记,http://donghua.dmzj.com/donghua_info/3200.html,1,1971-01-01,3,剧场版,44,勒内·戈西尼,搞笑,暂无,Ray Goossens
海尔兄弟,http://donghua.dmzj.com/donghua_info/3959.html,212,1995-01-01,4.4,TV,7700,暂无,冒险,北京红叶电脑动画,刘左锋、戴福林
大头儿子小头爸爸,http://donghua.dmzj.com/donghua_info/3968.html,156,1995-01-01,5.0,TV,0,郑春华,搞笑,暂无,崔世昱
大头儿子小头爸爸2,http://donghua.dmzj.com/donghua_info/3969.html,78,1996-01-01,5.0,TV,0,郑春华,搞笑,暂无,崔世昱
蒂蒂与海,http://donghua.dmzj.com/donghua_info/1658.html,39,1994-01-16,5.0,TV,2139,広尾明,社会,日本アニメーション ,高木淳 
汤姆历险记,http://donghua.dmzj.com/donghua_info/3993.html,51,1980-01-06,3,TV,1013,暂无,搞笑,暂无,齐藤浩史 (Hiroshi Saitô)
托马斯和他的朋友们第4季,http://donghua.dmzj.com/donghua_info/4028.html,26,1995,3,TV,932,Rev. W. Awdry,冒险,暂无,大卫·米顿
托马斯和他的朋友们第3季,http://donghua.dmzj.com/donghua_info/4027.html,26,1992,3,TV,751,Rev. W. Awdry,冒险,暂无,大卫·米顿
托马斯和他的朋友们第1季,http://donghua.dmzj.com/donghua_info/4025.html,26,1984,3,TV,1712,Rev. W. Awdry,冒险,暂无,大卫·米顿
托马斯和他的朋友们第2季,http://donghua.dmzj.com/donghua_info/4026.html,26,1986,3,TV,1449,Rev. W. Awdry,冒险,暂无,大卫·米顿
一家之主第一季,http://donghua.dmzj.com/donghua_info/3448.html,12,1996-08-01,4.3,TV,29987,暂无,搞笑,暂无,Greg Daniels / Mike Judge
托马斯和他的朋友们第5季,http://donghua.dmzj.com/donghua_info/4029.html,26,1998,3,TV,205,Rev. W. Awdry,冒险,暂无,大卫·米顿
小公子,http://donghua.dmzj.com/donghua_info/4084.html,45,1988-01-10,5.0,TV,2814,暂无,冒险,暂无,楠叶宏三
音乐之声动画版,http://donghua.dmzj.com/donghua_info/4096.html,2,1991-01-01,5.0,剧场版,3258,暂无,竞技,暂无,楠葉宏三
波利安娜,http://donghua.dmzj.com/donghua_info/4091.html,53,1986-01-05,5.0,TV,1777,暂无,社会,暂无,楠葉宏三
小妇人,http://donghua.dmzj.com/donghua_info/4155.html,48,1987-01-11,5.0,TV,1693,露意莎·梅·奥尔柯特,社会,暂无,黒川文男
小妇人_第2部,http://donghua.dmzj.com/donghua_info/1678.html,40,1993-01-17,5.0,TV,2264,露意莎·梅·奥尔柯特,社会,日本アニメーション ,楠葉宏三 
小丑鸭,http://donghua.dmzj.com/donghua_info/4110.html,52,1997-01-01,3,TV,265,暂无,冒险,暂无,暂无
小妇人国语版,http://donghua.dmzj.com/donghua_info/4156.html,40,1981-04-07,5.0,TV,0,露意莎·梅·奥尔柯特,社会,暂无,暂无
高达W 无尽的华尔兹,http://donghua.dmzj.com/donghua_info/421.html,4,1995-12-01,4.8,OVA,31366,矢立肇、富野由悠季,机战,サンライズ ,池田成
新鲁宾逊漂流记,http://donghua.dmzj.com/donghua_info/4160.html,50,1981-01-04,5.0,TV,4287,暂无,冒险,暂无,黑田昌郎
海绵宝宝,http://donghua.dmzj.com/donghua_info/2938.html,334,1999-05-01,4.7,TV,60224,暂无,搞笑,派拉蒙影业公司,Stephen Hillenburg
奥林日记,http://donghua.dmzj.com/donghua_info/4233.html,25,1997-01-01,3,TV,61,暂无,搞笑,暂无,暂无
幽游白书国语版,http://donghua.dmzj.com/donghua_info/4256.html,112,1992-10-10,3.0,TV,0,冨樫義博,冒险,スタジオぴえろ ,阿部纪之
她和她的猫,http://donghua.dmzj.com/donghua_info/4265.html,1,1999-01-01,4.8,OVA,9455,新海诚,爱情,新海诚,新海诚
忍者乱太郎国语版,http://donghua.dmzj.com/donghua_info/4280.html,121,1993-04-10,3,TV,0,尼子騒兵衛,搞笑,暂无,芝山努 / 河內日出夫
米老鼠新传原声版,http://donghua.dmzj.com/donghua_info/4314.html,25,1999-01-01,3,TV,0,迪斯尼,搞笑,暂无,暂无
老人与海,http://donghua.dmzj.com/donghua_info/4276.html,1,1999-07-03,5.0,OVA,596,暂无,社会,暂无,亚历山大·彼德洛夫
The Cow,http://donghua.dmzj.com/donghua_info/4277.html,1,1989-01-01,5.0,OVA,284,暂无,社会,暂无,亚历山大·彼德洛夫
米老鼠新传国语版,http://donghua.dmzj.com/donghua_info/4313.html,25,1999-01-01,5.0,TV,3427,迪斯尼,搞笑,暂无,暂无
黑猫警长,http://donghua.dmzj.com/donghua_info/4357.html,5,1984-01-01,4.0,TV,5062,诸志祥,冒险,上海美术电影制片厂,戴铁郎 / 范马迪 / 熊南清
黑猫警长第二部,http://donghua.dmzj.com/donghua_info/4358.html,12,1993-05-14,1.0,TV,9396,诸志祥,冒险,中央电视台动画部,凡卉
葫芦兄弟第一部,http://donghua.dmzj.com/donghua_info/4361.html,13,1986-01-01,4.5,TV,27722,暂无,奇幻,上海美术电影制片厂,胡进庆 / 葛桂云 / 周克勤
葫芦小金刚,http://donghua.dmzj.com/donghua_info/4362.html,6,1991-01-01,3.7,TV,29695,暂无,奇幻,上海美术电影制片厂,胡进庆 / 葛桂云 / 周克勤
邋遢大王奇遇记,http://donghua.dmzj.com/donghua_info/4366.html,13,1987-01-01,5.0,TV,2254,暂无,搞笑,上海美术电影制片厂,钱运达 / 阎善春
舒克和贝塔,http://donghua.dmzj.com/donghua_info/4368.html,13,1989-01-01,5.0,TV,0,郑渊洁,搞笑,上海美术电影制片厂,严定宪， 林文肖，胡依红
蓝精灵原声版,http://donghua.dmzj.com/donghua_info/4369.html,0,1981-09-12,3,TV,0,皮埃尔·库利福德,搞笑,翰纳-芭芭拉工作室(Hanna-Barbera Studios),"José Dutillieu,George Gordon"
蓝精灵国语版,http://donghua.dmzj.com/donghua_info/4370.html,52,1981-09-12,3,TV,0,皮埃尔·库利福德,搞笑,翰纳-芭芭拉工作室(Hanna-Barbera Studios),"José Dutillieu,George Gordon"
佐罗的传说国语版,http://donghua.dmzj.com/donghua_info/4375.html,52,1996-04-05,5.0,TV,0,强斯顿·麦考利,冒险,东宝株式会社,箕ノ口克己 
佐罗,http://donghua.dmzj.com/donghua_info/4376.html,26,1981-09-12,5.0,TV,4094,暂无,冒险,暂无,暂无
地球超人,http://donghua.dmzj.com/donghua_info/4377.html,0,1990-09-10,3.0,TV,0,暂无,冒险,DIC Entertainment / Hanna-Barbera / Turner Program Services,Ted Turner
海底小精灵,http://donghua.dmzj.com/donghua_info/4378.html,26,1984-09-15,1.0,TV,3544,暂无,冒险,翰纳-芭芭拉工作室(Hanna-Barbera Studios),Arthur Davis / Oscar Dufau
巴巴爸爸,http://donghua.dmzj.com/donghua_info/4379.html,46,1974-11-05,5.0,TV,0,暂无,搞笑,暂无,Talus Taylor / Annette Tison 
蜡笔小新第一季,http://donghua.dmzj.com/donghua_info/4382.html,480,1990-01-01,5.0,TV,43910,臼井仪人,搞笑,テレビ朝日、ADK、シンエイ動画,臼井仪人
小美人鱼国语版,http://donghua.dmzj.com/donghua_info/4389.html,30,1989,3,TV,24302,安徒生,爱情,迪斯尼,暂无
华斯比历险记,http://donghua.dmzj.com/donghua_info/4381.html,65,1987-09-14,3,TV,8622,Ken Forsse,冒险,DiC Enterprises,Chris Schouten
小美人鱼原声版,http://donghua.dmzj.com/donghua_info/4390.html,30,1989,3,TV,0,安徒生,爱情,迪斯尼,暂无
唐老鸭新传国语版,http://donghua.dmzj.com/donghua_info/4394.html,39,1996-01-01,3,TV,6194,暂无,搞笑,迪斯尼,暂无
幸运卢克之达尔顿的遗产,http://donghua.dmzj.com/donghua_info/3205.html,1,1983-01-01,3,剧场版,337,暂无,搞笑,Les Productions Artistes,约瑟夫·巴伯拉 / William Hanna / Morris
幸运卢克之雏菊镇,http://donghua.dmzj.com/donghua_info/3204.html,1,1972-01-01,3,剧场版,328,暂无,搞笑,Les Productions Artistes,勒内·戈西尼
布拉雄运动卡通,http://donghua.dmzj.com/donghua_info/3206.html,8,1977-01-01,5.0,TV,67,暂无,搞笑,暂无,暂无
高卢英雄之美洲历险,http://donghua.dmzj.com/donghua_info/3202.html,1,1994,5.0,OVA,39,勒内·戈西尼,搞笑,暂无,Gerhard Hahn
叽哩咕与女巫,http://donghua.dmzj.com/donghua_info/3214.html,1,1998-01-01,3,剧场版,65,暂无,冒险,暂无,米歇尔·欧斯洛
高卢英雄之十二个任务,http://donghua.dmzj.com/donghua_info/3201.html,1,1976,3,剧场版,451,勒内·戈西尼,搞笑,暂无,René Goscinny
下级生OVA,http://donghua.dmzj.com/donghua_info/3231.html,4,1998-01-23,4.7,OVA,165722,Pink Pineapple,后宫,PPプロジェクト,鹿岛典夫
辛普森一家第四季,http://donghua.dmzj.com/donghua_info/3264.html,22,1992-09-24,5.0,TV,36605,马特·格勒宁,搞笑,暂无,大卫·斯沃曼
辛普森一家第七季,http://donghua.dmzj.com/donghua_info/3267.html,25,1995-09-17,5.0,TV,81147,马特·格勒宁,搞笑,暂无,Wesley Archer
辛普森一家第六季,http://donghua.dmzj.com/donghua_info/3266.html,25,1994-09-04,3,TV,34801,马特·格勒宁,搞笑,暂无,Jim Reardon / Mark Kirkland
辛普森一家第八季,http://donghua.dmzj.com/donghua_info/3268.html,25,1996-10-27,3,TV,23566,马特·格勒宁,搞笑,暂无,Matt Groening / James L. Brooks (developer)
辛普森一家第五季,http://donghua.dmzj.com/donghua_info/3265.html,22,1993-09-30,3.0,TV,45313,马特·格勒宁,搞笑,暂无,Mark Kirkland
辛普森一家第十季,http://donghua.dmzj.com/donghua_info/3270.html,23,1998-08-23,3.0,TV,22881,马特·格勒宁,搞笑,美国福克斯广播公司,暂无
橘子酱男孩,http://donghua.dmzj.com/donghua_info/1656.html,81,1994-03-13,4.8,TV,119639,吉住渉,爱情,東映アニメーション,矢部秋则
辛普森一家第九季,http://donghua.dmzj.com/donghua_info/3269.html,25,1997-09-21,3,TV,59727,马特·格勒宁,搞笑,暂无,暂无
金田一少年之事件簿剧场版2：杀戮的深蓝,http://donghua.dmzj.com/donghua_info/3301.html,1,1999-08-21,4.8,剧场版,5289,天树征丸,悬疑,東映アニメーション ,西尾大介
全职猎人,http://donghua.dmzj.com/donghua_info/364.html,92,1999-10-16,4.7,TV,919803,冨樫義博,冒险,日本アニメーション,古橋一浩
赤足小子,http://donghua.dmzj.com/donghua_info/3407.html,1,1983-07-21,3.0,剧场版,1820,中村启二,战争,暂无,真崎守
赤足小子2,http://donghua.dmzj.com/donghua_info/3408.html,0,1986-06-14,3,剧场版,0,中村启二,战争,暂无,平田敏夫
忍空粤语版,http://donghua.dmzj.com/donghua_info/3453.html,26,1995-01-14,5.0,TV,7439,桐山光侍,热血,暂无,阿部纪之
王立宇宙军,http://donghua.dmzj.com/donghua_info/339.html,6,1987-03-14,3.7,剧场版,3165,山贺博之,科幻,GAINAX ,山贺博之 
银河铁道999,http://donghua.dmzj.com/donghua_info/1780.html,129,1978-09-14,4.9,TV,22822,松本零士,科幻,東映動画 ,暂无
恐怖宠物店,http://donghua.dmzj.com/donghua_info/3400.html,4,1999-03-01,4.8,TV,29908,秋乃茉莉,奇幻,MADHOUSE（マッドハウス）,平田敏夫
忍者服部君粤语版,http://donghua.dmzj.com/donghua_info/3517.html,136,1981-09-28,4.0,TV,0,藤子不二雄Ⓐ,搞笑,暂无,笹川ひろし / 鈴木伸一
玩具总动员,http://donghua.dmzj.com/donghua_info/1957.html,3,1995-11-22,5.0,剧场版,6607,暂无,搞笑,迪士尼  皮克斯动画工作室,暂无
三个火枪手,http://donghua.dmzj.com/donghua_info/3607.html,26,1987-10-09,5.0,TV,883,大仲马,冒险,暂无,Keiji Hayakawa
高达第08MS小队,http://donghua.dmzj.com/donghua_info/375.html,14,1996-01-01,4.9,OVA,143510,矢立肇、富野由悠季 ,机战,サンライズ,神田武幸、飯田馬之介
